title,info
I Don't Feel at Home in This World Anymore,"['depress', 'woman', 'burglar', 'find', 'new', 'sens', 'purpos', 'track', 'thiev', 'alongsid']['Comedy', 'Crime', 'Drama', 'Thriller']"
The Eagle Has Landed,"['nazi', 'high', 'command', 'learn', 'late', '1943', 'winston', 'churchil', 'spend', 'time']['Adventure', 'Drama', 'Action', 'Thriller', 'War']"
Restoration,"['merivel', 'king', 'love', 'physician', 'life', 'someon', 'posit', 'order', 'fall', 'find']['Drama', 'Romance']"
Olympus Has Fallen,"['white', 'hous', 'presid', 'ban', 'secret', 'servic', 'code', 'olympus', 'captur', 'terrorist']['Action', 'Thriller']"
Tom and Jerry: The Movie,"['popular', 'cartoon', 'cat', 'mous', 'thrown', 'featur', 'film', 'stori', 'twosom', 'tri']['Animation', 'Family']"
The Saint,"['tretiak', 'moscow', 'templar', 'emma', 'ivan', 'russian', 'mafia', 'boss', 'want', 'creat']['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']"
The Cutting Edge 3: Chasing the Dream,"['partner', 'zack', 'ice', 'find', 'injuri', 'lanter', 'could', 'hockey', 'player', 'world']['Comedy', 'Drama', 'Romance']"
The Undefeated,"['colonel', 'john', 'henri', 'langdon', 'lead', 'two', 'mexico', 'civil', 'war', 'exunion']['Western']"
Flight,"['whip', 'commerci', 'airlin', 'pilot', 'whitak', 'problem', 'drug', 'alcohol', 'though', 'far']['Drama']"
The Gods Must Be Crazy,"['miseri', 'brought', 'small', 'group', 'sho', 'kalahari', 'desert', 'form', 'cola', 'bottl']['Action', 'Comedy']"
Lilo & Stitch 2: Stitch has a Glitch,"['find', 'rowdi', 'extraterrestri', 'get', 'use', 'life', 'new', 'ohana', 'howev', 'malfunct']['Animation', 'Comedy', 'Family']"
RoboCop 2,"['ocp', 'robocop', 'unit', 'closer', 'new', 'cane', 'success', 'deploy', 'law', 'enforc']['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
The Road Within,"['young', 'man', 'tourett', 'syndrom', 'embark', 'road', 'trip', 'recentlydeceas', 'mother', 'ash']['Comedy', 'Drama']"
Rebel Without a Cause,"['new', 'town', 'jim', 'stark', 'kid', 'judi', 'buzz', 'move', 'troublemak', 'teen']['Drama']"
The Exorcism of Emily Rose,"['moor', 'father', 'younger', 'girl', 'call', 'emili', 'rose', 'carpent', 'die', 'everyon']['Crime', 'Drama', 'Horror', 'Thriller']"
Rudderless,"['griev', 'father', 'downward', 'spiral', 'stumbl', 'across', 'box', 'recent', 'deceas', 'son']['Music', 'Drama', 'Comedy']"
Haunt,"['introvert', 'teen', 'spark', 'new', 'neighbor', 'togeth', 'coupl', 'begin', 'explor', 'haunt']['Horror']"
Dirty Girl,"['1987', 'daniell', 'high', 'school', 'dirti', 'girl', 'run', 'away', 'chubbi', 'gay']['Drama', 'Comedy']"
The Thomas Crown Affair,"['rich', 'success', 'playboy', 'amus', 'steal', 'artwork', 'may', 'met', 'match', 'seduct']['Drama', 'Crime', 'Romance']"
Cowboys & Aliens,"['stranger', 'stumbl', 'desert', 'town', 'absolut', 'memori', 'past', 'futurist', 'shackl', 'around']['Action', 'Science Fiction', 'Thriller', 'Western']"
About a Boy,"['singl', 'freeman', 'hip', 'london', 'one', 'day', 'realiz', 'friend', 'involv', 'respons']['Drama', 'Comedy', 'Romance']"
The Squid and the Whale,"['base', 'true', 'childhood', 'experi', 'noah', 'baumbach', 'brother', 'squid', 'whale', 'tell']['Comedy', 'Drama']"
A Single Man,"['life', 'georg', 'adapt', '1964', 'novel', 'name', 'film', 'follow', 'day', 'falcon']['Drama', 'Romance']"
Rurouni Kenshin: Kyoto Inferno,"['kenshin', 'new', 'kaoru', 'govern', 'kyoto', 'settl', 'life', 'friend', 'approach', 'request']['Action', 'Adventure', 'Drama']"
Tale of Tales,"['tale', 'fantasi', 'film', 'horror', 'element', 'tale', 'loos', 'inspir', '17th', 'centuri']['Romance', 'Fantasy', 'Horror']"
Conan the Barbarian,"['quest', 'begin', 'person', 'vendetta', 'fierc', 'cimmerian', 'warrior', 'soon', 'turn', 'epic']['Adventure', 'Fantasy', 'Action']"
Don Jon,"['new', 'jersey', 'guy', 'dedic', 'famili', 'friend', 'church', 'develop', 'unrealist', 'expect']['Romance', 'Comedy', 'Drama']"
The Skeleton Key,"['hospic', 'nurs', 'work', 'spooki', 'new', 'orlean', 'plantat', 'home', 'find', 'entangl']['Drama', 'Horror', 'Mystery', 'Thriller']"
Antwone Fisher,"['sailor', 'prone', 'violent', 'outburst', 'sent', 'naval', 'psychiatrist', 'help', 'refus', 'first']['Drama', 'Romance']"
Rise of the Guardians,"['world', 'evil', 'spirit', 'known', 'pitch', 'lay', 'gauntlet', 'take', 'immort', 'guardian']['Fantasy', 'Animation', 'Family']"
Unforgiven,"['william', 'munni', 'retir', 'onceruthless', 'killer', 'turn', 'gentl', 'widow', 'hog', 'farmer']['Western']"
Racing with the Moon,"['henri', 'nicki', 'small', 'town', 'pal', 'blue', 'collar', 'famili', 'short', 'time']['Drama', 'Romance']"
The Class,"['teacher', 'novelist', 'françoi', 'bégaudeau', 'play', 'version', 'negoti', 'year', 'racial', 'mix']['Drama']"
The Six Wives of Henry Lefay,"['presumeddead', 'man', 'current', 'wife', 'former', 'wive', 'squabbl', 'funer', 'arrang']['Comedy']"
Teen Wolf,"['popular', 'high', 'school', 'kid', 'got', 'let', 'hair', 'howl', 'star', 'michael']['Comedy', 'Fantasy', 'Romance']"
Gothika,"['memori', 'car', 'crash', 'crimin', 'psychologist', 'hall', 'berri', 'come', 'find', 'patient']['Horror', 'Thriller']"
Dragon Hunters,"['dragon', 'hunter', 'two', 'fantast', 'tale', 'tell', 'adventur', 'world', 'becom', 'vast']['Animation', 'Family']"
Secretary,"['young', 'woman', 'recent', 'releas', 'mental', 'hospit', 'get', 'job', 'secretari', 'demand']['Comedy', 'Drama', 'Romance']"
The Animatrix,"['matrix', 'world', 'anim', 'stori', 'straight', 'creator', 'groundbreak', 'trilog', 'collect', 'short']['Animation', 'Science Fiction']"
Legend,"['forest', 'set', 'timeless', 'mythic', 'inhabit', 'fairi', 'goblin', 'unicorn', 'mortal', 'fantast']['Adventure', 'Fantasy']"
Tumbledown,"['death', 'young', 'woman', 'struggl', 'move', 'life', 'husband', 'acclaim', 'folk', 'singer']['Music', 'Romance', 'Comedy']"
Wayne's World 2,"['wayn', 'garth', 'messag', 'jim', 'morrison', 'dream', 'prompt', 'cabl', 'access', 'star']['Music', 'Comedy']"
Bad Santa,"['conman', 'miser', 'partner', 'pose', 'santa', 'littl', 'helper', 'rob', 'depart', 'store']['Drama', 'Comedy', 'Crime']"
Private Parts,"['autobiograph', 'stori', 'howard', 'stern', 'radiorebel', 'also', 'tvperson', 'author', 'movi', 'star']['Comedy', 'Drama']"
Serial (Bad) Weddings,"['cathol', 'french', 'coupl', 'see', 'life', 'upsid', 'four', 'daughter', 'get', 'marri']['Comedy']"
Starry Eyes,"['hope', 'young', 'starlet', 'uncov', 'omin', 'origin', 'hollywood', 'elit', 'enter', 'dead']['Horror']"
Hobo with a Shotgun,"['citi', 'urban', 'crime', 'justic', 'vigilant', 'homeless', 'man', 'pull', 'new', 'find']['Action', 'Comedy', 'Thriller']"
Inspector Gadget 2,"['gadget', 'claw', 'captur', 'crimin', 'gone', 'hide', 'escap', 'think', 'get', 'case']['Action', 'Adventure', 'Comedy', 'Family']"
Hatari!,"['group', 'men', 'trap', 'wild', 'anim', 'africa', 'sell', 'zoo', 'arriv', 'femal']['Action', 'Adventure', 'Comedy']"
Black Dynamite,"['black', 'dynamit', 'man', 'stori', '1970s', 'africanamerican', 'action', 'legend', 'kill', 'brother']['Action', 'Comedy']"
The Devil's Advocate,"['hotshot', 'lawyer', 'get', 'bargain', 'learn', 'new', 'boss', 'lucif']['Drama', 'Horror', 'Mystery', 'Thriller']"
Eden,"['paul', 'teenag', 'underground', 'scene', 'earlynineti', 'pari', 'form', 'collect', 'friend', 'togeth']['Drama', 'Music']"
The Crazies,"['friend', 'four', 'find', 'trap', 'small', 'hometown', 'discov', 'neighbor', 'go', 'quick']['Mystery', 'Horror', 'Action']"
Skiptrace,"['detect', 'hong', 'kong', 'team', 'american', 'gambler', 'battl', 'notori', 'chines', 'crimin']['Action', 'Comedy']"
The Scorpion King: Quest for Power,"['betray', 'trust', 'friend', 'mathayus', 'must', 'marshal', 'strength', 'cun', 'outwit', 'formid']['Action', 'Fantasy', 'Adventure']"
Atlantis: The Lost Empire,"['world', 'high', 'qualifi', 'crew', 'archaeologist', 'explor', 'led', 'historian', 'milo', 'thatch']['Animation', 'Family', 'Adventure', 'Science Fiction']"
22 Jump Street,"['schmidt', 'jenko', 'colleg', 'make', 'way', 'high', 'school', 'twice', 'big', 'chang']['Crime', 'Comedy', 'Action']"
Baby Mama,"['success', 'singl', 'businesswoman', 'dream', 'babi', 'discov', 'infertil', 'hire', 'work', 'class']['Comedy']"
A Knight's Tale,"['hector', 'assum', 'sir', 'william', 'thatcher', 'peasant', 'sent', 'apprentic', 'knight', 'name']['Adventure', 'Drama', 'Romance', 'Action']"
A Matter of Loaf and Death,"['gromit', 'wallac', 'busi', 'local', 'brand', 'new', 'bakeri', 'although', 'boom', 'concern']['Animation', 'Comedy', 'Family']"
A Very Long Engagement,"['mathild', 'manech', 'year', 'die', 'would', '1919', 'old', 'two', 'earlier', 'fiancé']['Drama']"
The Bag Man,"['wait', 'crimin', 'seedi', 'motel', 'boss', 'kill', 'sever', 'men', 'steal', 'bag']['Crime', 'Drama', 'Thriller']"
Mockingbird,"['coupl', 'given', 'camera', 'set', 'instruct', 'must', 'follow', 'els', 'someon', 'die']['Horror']"
Movie 43,"['film', 'schraeder', 'multipl', 'pitch', 'wessler', 'script', 'stori', 'compos', 'comedi', 'short']['Comedy']"
Lawrence of Arabia,"['lawrenc', 'arab', 'epic', 'british', 'offic', 'mission', 'aid', 'tribe', 'revolt', 'ottoman']['Adventure', 'Drama', 'History', 'War']"
Bachelorette,"['three', 'friend', 'ask', 'bridesmaid', 'wed', 'woman', 'use', 'ridicul', 'back', 'high']['Comedy', 'Romance']"
Angels in the Outfield,"['roger', 'team', 'angel', 'foster', 'child', 'whose', 'irrespons', 'father', 'promis', 'get']['Fantasy', 'Drama', 'Comedy', 'Family']"
City Lights,"['film', 'citi', 'light', 'first', 'silent', 'charli', 'chaplin', 'direct', 'establish', 'sound']['Comedy', 'Drama', 'Romance']"
"Dude, Where’s My Car?","['look', 'angri', 'jess', 'chester', 'two', 'bumbl', 'stoner', 'wake', 'one', 'morn']['Comedy']"
Akira,"['kaneda', 'tetsuo', 'childhood', 'friend', 'pull', 'postapocalypt', 'underworld', 'neotokyo', 'forc', 'fight']['Science Fiction', 'Animation']"
Breakfast at Tiffany's,"['holli', 'golight', 'paul', 'fortun', 'hunter', 'find', 'captiv', 'aspir', 'writer', 'varjak']['Comedy', 'Drama', 'Romance']"
Ridicule,"['get', 'royal', 'back', 'need', 'drainag', 'project', 'poor', 'french', 'lord', 'must']['Comedy', 'Drama', 'Romance']"
Harold and Maude,"['harold', 'live', 'world', 'young', 'suicideattempt', 'funer', 'visit', 'avoid', 'miseri', 'current']['Comedy', 'Drama', 'Romance']"
Allan Quatermain and the Lost City of Gold,"['white', 'brother', 'robeson', 'disappear', 'without', 'trace', 'explor', 'africa', 'search', 'legendari']['Action', 'Adventure', 'Comedy']"
Double Jeopardy,"['woman', 'frame', 'husband', 'murder', 'suspect', 'still', 'aliv', 'alreadi', 'tri', 'crime']['Crime', 'Drama', 'Mystery', 'Thriller']"
The Blob,"['govern', 'tri', 'remak', '1958', 'horror', 'scifi', 'dead', 'blob', 'spawn', 'secret']['Horror', 'Science Fiction']"
Mortal Kombat,"['evil', 'mortal', 'nine', 'generat', 'sorcer', 'victori', 'handtohand', 'battl', 'enemi', 'win']['Action', 'Fantasy']"
Scary Movie 2,"['hous', 'origin', 'parodi', 'slasher', 'flick', 'like', 'scream', 'keenen', 'ivori', 'wayan']['Comedy']"
Giant,"['sprawl', 'epic', 'cover', 'life', 'texa', 'cattl', 'rancher', 'famili', 'associ']['Action', 'Drama', 'Western']"
Death at a Funeral,"['aaron', 'funer', 'home', 'wrong', 'father', 'today', 'famili', 'everyth', 'goe', 'deliv']['Comedy']"
Berserk: The Golden Age Arc 1 - The Egg of the King,"['gut', 'griffith', 'band', 'two', 'men', 'hawk', 'order', 'reach', 'goal', 'immens']['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror']"
Bodyguards and Assassins,"['1905', 'revolutionist', 'sun', 'yatsen', 'visit', 'hong', 'kong', 'discuss', 'plan', 'tongmenghui']['Drama', 'Action', 'History']"
Brother Bear 2,"['kenai', 'find', 'childhood', 'human', 'friend', 'nita', 'two', 'embark', 'journey', 'burn']['Adventure', 'Animation', 'Family']"
Closer,"['witti', 'romant', 'danger', 'love', 'stori', 'chanc', 'meet', 'instant', 'attract', 'casual']['Drama', 'Romance']"
Mindscape,"['man', 'abil', 'enter', 'peopl', 'memori', 'take', 'case', 'brilliant', 'troubl', 'sixteenyearold']['Thriller', 'Drama']"
Speed,"['rig', 'los', 'angel', 'swat', 'cop', 'jack', 'traven', 'bomb', 'expert', 'howard']['Action', 'Adventure', 'Crime']"
Lone Survivor,"['mission', 'team', 'base', 'fail', 'june', '2005', 'oper', 'red', 'wing', 'four']['Action', 'Drama', 'Thriller', 'War']"
Extracted,"['memori', 'insid', 'addict', 'thoma', 'jacob', 'invent', 'way', 'watch', 'peopl', 'go']['Science Fiction', 'Thriller']"
American Outlaws,"['young', 'midwest', 'town', 'learn', 'corrupt', 'railroad', 'baron', 'captur', 'deed', 'homestead']['Action', 'Western']"
Howards End,"['emma', 'thompson', 'helena', 'bonham', 'carter', 'anthoni', 'hopkin', 'vanessa', 'redgrav', 'wilcox']['Drama', 'Romance']"
Crossroads,"['cult', 'classic', 'star', 'ralph', 'macchio', 'wanttob', 'blue', 'guitar', 'virtuoso', 'seek']['Drama', 'Music', 'Mystery', 'Romance']"
A League of Their Own,"['basebal', 'smalltown', 'sister', 'dotti', 'kit', 'join', 'allfemal', 'leagu', 'form', 'world']['Comedy']"
Your Sister's Sister,"['iri', 'jack', 'invit', 'friend', 'stay', 'famili', 'island', 'getaway', 'death', 'brother']['Drama', 'Comedy']"
The Fifth Estate,"['look', 'relationship', 'wikileak', 'founder', 'julian', 'assang', 'earli', 'support', 'eventu', 'colleagu']['Drama', 'Thriller']"
Rio Bravo,"['must', 'rancher', 'tri', 'sheriff', 'small', 'town', 'southwest', 'texa', 'keep', 'custodi']['Western']"
"As Above, So Below","['team', 'explor', 'ventur', 'catacomb', 'lie', 'beneath', 'street', 'pari', 'uncov', 'dark']['Horror', 'Thriller']"
What If,"['wallac', 'love', 'life', 'chantri', 'medic', 'school', 'dropout', 'repeat', 'burn', 'bad']['Drama', 'Comedy', 'Romance']"
Hitchcock,"['hitchcock', 'director', 'follow', 'relationship', 'alfr', 'wife', 'alma', 'revill', 'make', 'famous']['Drama']"
Inside Llewyn Davis,"['greenwich', 'villag', 'earli', '1960s', 'gift', 'volatil', 'folk', 'musician', 'llewyn', 'davi']['Drama', 'Music']"
Midway,"['war', 'drama', 'depict', 'japanes', 'forc', 'naval', 'battl', 'midway', 'becam', 'turn']['Action', 'Drama', 'History', 'War']"
Spider-Man 2,"['parker', 'peter', 'go', 'major', 'ident', 'crisi', 'burn', 'spiderman', 'decid', 'shelv']['Action', 'Adventure', 'Fantasy']"
Dragon Ball Z: Battle of Gods,"['beerus', 'battl', 'univers', 'god', 'destruct', 'defeat', 'north', 'goku', 'kai', 'event']['Animation', 'Action']"
Only Yesterday,"['taeko', 'year', 'life', '1982', 'old', 'unmarri', 'live', 'whole', 'tokyo', 'decid']['Animation', 'Drama', 'Romance']"
The Good Lie,"['young', 'refuge', 'sudanes', 'civil', 'war', 'win', 'lotteri', 'reloc', 'unit', 'state']['Drama']"
Guardians,"['cold', 'war', 'organ', 'call', 'patriot', 'creat', 'superhero', 'squad', 'includ', 'member']['Action', 'Fantasy', 'Science Fiction']"
Cirque du Freak: The Vampire's Assistant,"['find', 'freak', 'darren', 'regular', 'teenag', 'kid', 'friend', 'steve', 'show', 'come']['Adventure', 'Fantasy', 'Action', 'Thriller']"
Florence Foster Jenkins,"['stori', 'florenc', 'foster', 'jenkin', 'new', 'york', 'heiress', 'dream', 'becom', 'opera']['Comedy', 'Drama']"
Cabaret,"['insid', 'kit', 'kat', 'club', '1931', 'berlin', 'starryey', 'singer', 'salli', 'bowl']['Drama', 'Music', 'Romance']"
She's the One,"['mickey', 'franci', 'though', 'heather', 'freespirit', 'new', 'york', 'cabbi', 'materialist', 'wall']['Comedy', 'Romance']"
Crystal Fairy & the Magical Cactus,"['jami', 'boorish', 'insensit', 'american', 'twentysometh', 'travel', 'chile', 'somehow', 'manag', 'creat']['Comedy', 'Adventure']"
Threesome,"['alex', 'eddi', 'stuart', 'share', 'twothird', 'dormitori', 'suit', 'due', 'bureaucrat', 'error']['Comedy', 'Drama', 'Family', 'Romance']"
Husk,"['group', 'friend', 'strand', 'near', 'desol', 'cornfield', 'find', 'shelter', 'old', 'farmhous']['Horror', 'Thriller']"
Shooting Dogs,"['two', 'western', 'priest', 'teacher', 'find', 'middl', 'rwandan', 'genocid', 'face', 'moral']['Drama', 'History']"
The Stepford Wives,"['stepford', 'take', 'becom', 'wife', 'woman', 'perfect', 'beyond', 'belief', 'ask', 'husband']['Action', 'Comedy', 'Science Fiction']"
Oliver & Company,"['oliv', 'meet', 'anim', 'take', 'twist', 'reimagin', 'ador', 'orphan', 'kitten', 'struggl']['Animation', 'Comedy', 'Family']"
Hellraiser,"['former', 'bodi', 'cenobit', 'larri', 'wife', 'julia', 'move', 'old', 'hous', 'discov']['Horror']"
The Secret of NIMH,"['widow', 'field', 'mous', 'must', 'move', 'famili', 'includ', 'ail', 'son', 'escap']['Fantasy', 'Animation', 'Drama', 'Family']"
Worry Dolls,"['act', 'brutal', 'serial', 'killer', 'final', 'gun', 'middl', 'carri', 'one', 'last']['Horror', 'Thriller']"
The Grifters,"['young', 'shortcon', 'grifter', 'suffer', 'injuri', 'displeasur', 'reunit', 'crimin', 'mother', 'date']['Crime', 'Drama']"
The Haunting in Connecticut,"['campbel', 'famili', 'move', 'upstat', 'connecticut', 'soon', 'learn', 'charm', 'victorian', 'home']['Thriller', 'Horror']"
Vehicle 19,"['polic', 'parole', 'paul', 'walker', 'becom', 'target', 'massiv', 'manhunt', 'inadvert', 'pick']['Thriller']"
Eight Legged Freaks,"['mine', 'sheriff', 'resid', 'rural', 'town', 'discov', 'unfortun', 'chemic', 'spill', 'caus']['Action', 'Comedy', 'Horror', 'Thriller']"
Stranger Than Fiction,"['life', 'harold', 'stori', 'author', 'everybodi', 'know', 'crick', 'averag', 'ir', 'agent']['Comedy', 'Drama', 'Fantasy', 'Romance']"
The Manchurian Candidate,"['shaw', 'marco', 'unit', 'war', 'happen', 'armi', 'ambush', 'first', 'gulf', 'sergeant']['Drama', 'Thriller', 'Mystery']"
Furry Vengeance,"['real', 'estat', 'develop', 'dan', 'sander', 'final', 'plan', 'level', 'swath', 'pristin']['Comedy']"
Aliens vs Predator: Requiem,"['alien', 'predat', 'town', 'two', 'sequel', '2004', 'icon', 'creatur', 'scariest', 'film']['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']"
Microcosmos,"['documentari', 'insect', 'life', 'meadow', 'pond', 'use', 'incred', 'closeup', 'slow', 'motion']['Documentary']"
The Ghost and the Darkness,"['beaumont', 'patterson', 'sir', 'robert', 'behind', 'schedul', 'railroad', 'africa', 'enlist', 'note']['Adventure']"
Tie Me Up! Tie Me Down!,"['recent', 'releas', 'mental', 'hospit', 'ricki', 'tie', 'marina', 'film', 'star', 'sex']['Comedy', 'Crime', 'Drama', 'Romance']"
The 5th Wave,"['16yearold', 'cassi', 'sullivan', 'tri', 'surviv', 'world', 'devast', 'wave', 'alien', 'invas']['Adventure', 'Science Fiction']"
Lethal Weapon 3,"['rigg', 'archetyp', 'buddi', 'cop', 'murtaugh', 'back', 'anoth', 'round', 'highstak', 'action']['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
Bridget Jones's Diary,"['chaotic', 'bridget', 'jone', 'meet', 'snobbish', 'lawyer', 'soon', 'enter', 'world', 'imperfect']['Comedy', 'Romance', 'Drama']"
Larry Crowne,"['lose', 'job', 'middleag', 'man', 'reinvent', 'go', 'back', 'colleg']['Comedy', 'Romance', 'Drama']"
Starsky & Hutch,"['join', 'uptight', 'david', 'starski', 'laidback', 'ken', 'hutch', 'hutchinson', 'pair', 'first']['Comedy', 'Crime']"
The Death and Life of Bobby Z,"['kearney', 'dea', 'agent', 'provid', 'former', 'marin', 'tim', 'way', 'prison', 'sentenc']['Drama', 'Action', 'Thriller', 'Crime']"
Morning Glory,"['show', 'morn', 'produc', 'news', 'young', 'devot', 'televis', 'hire', 'execut', 'longrun']['Comedy', 'Drama', 'Romance']"
The Longest Day,"['german', 'retel', 'june', '1944', 'perspect', 'british', 'canadian', 'free', 'french', 'marshal']['Action', 'Drama', 'History', 'War']"
Sky Fighters,"['two', 'tanguy', 'laverdur', 'seri', 'les', 'chevali', 'ciel', 'english', 'sky', 'fighter']['Adventure']"
The Lunchbox,"['deliveri', 'mumbai', 'lunchbox', 'fantasi', 'mistaken', 'famous', 'effici', 'system', 'dabbawallah', 'connect']['Drama', 'Romance']"
The Count of Monte Cristo,"['danté', 'edmond', 'life', 'plan', 'marri', 'beauti', 'merced', 'shatter', 'best', 'friend']['Action', 'Adventure', 'Drama', 'Thriller']"
Boychoir,"['boy', 'choir', 'stet', 'troubl', 'angri', '11yearold', 'orphan', 'small', 'texa', 'town']['Drama']"
Dead Silence,"['jami', 'ventriloquist', 'shaw', 'return', 'hometown', 'search', 'answer', 'wife', 'murder', 'occur']['Horror']"
Black or White,"['griev', 'widow', 'drawn', 'custodi', 'battl', 'granddaught', 'help', 'rais', 'entir', 'life']['Drama']"
Dying Young,"['new', 'love', 'discov', 'boyfriend', 'betray', 'hilari', 'oneil', 'look', 'start', 'job']['Drama', 'Romance']"
Indochine,"['camill', 'man', 'start', 'one', 'elian', 'father', 'jeanbaptist', 'see', 'meantim', 'sure']['Drama', 'Romance']"
Elite Squad,"['pope', '1997', 'visit', 'rio', 'janeiro', 'captain', 'nascimento', 'bope', 'special', 'polic']['Drama', 'Action', 'Crime']"
Everest,"['inspir', 'incred', 'event', 'surround', 'treacher', 'attempt', 'reach', 'summit', 'world', 'highest']['Adventure', 'Drama']"
Limelight,"['fade', 'music', 'hall', 'comedian', 'tri', 'help', 'despond', 'ballet', 'dancer', 'learn']['Comedy', 'Drama', 'Romance']"
Denial,"['acclaim', 'writer', 'historian', 'deborah', 'lipstadt', 'must', 'battl', 'histor', 'truth', 'prove']['Drama', 'History']"
Wildlike,"['mother', 'fourteenyearold', 'mackenzi', 'sent', 'live', 'uncl', 'juneau', 'care', 'anymor', 'live']['Adventure', 'Drama', 'Thriller']"
Phantoms,"['snowfield', 'peac', 'town', 'colorado', 'someth', 'evil', 'wipe', 'communiti', 'group', 'peopl']['Horror', 'Science Fiction', 'Thriller']"
Bridget Jones's Baby,"['mark', 'bridget', 'jone', 'jack', 'break', 'darci', 'leav', 'singl', 'feel', 'everyth']['Comedy']"
The Childhood of a Leader,"['chill', 'fabl', 'rise', 'fascism', '20th', 'centuri', 'tell', 'stori', 'young', 'american']['Drama', 'Horror', 'Mystery']"
One Hour Photo,"['famili', 'photo', 'guy', 'parrish', 'love', 'develop', 'photo', 'yorkin', 'sinc', 'son']['Horror', 'Thriller']"
Fright Night 2: New Blood,"['gerri', 'blood', 'charli', 'day', 'dandridg', 'sexi', 'professor', 'night', 'transform', 'reallif']['Horror', 'Comedy']"
Snake in the Eagle's Shadow,"['old', 'man', 'master', 'snake', 'fist', 'style', 'everyon', 'abus', 'humili', 'downtrodden']['Action', 'Comedy']"
Cell,"['strang', 'signal', 'pulsat', 'cell', 'phone', 'network', 'worldwid', 'start', 'murder', 'epidem']['Horror', 'Science Fiction', 'Thriller']"
Grand Prix,"['stoddard', 'aron', 'team', 'grand', 'prix', 'driver', 'pete', 'fire', 'crash', 'monaco']['Action', 'Adventure', 'Drama']"
Blue Lagoon: The Awakening,"['two', 'high', 'school', 'student', 'becom', 'strand', 'tropic', 'island', 'must', 'reli']['Drama', 'Adventure', 'Romance']"
The Clan of the Cave Bear,"['clan', 'iza', 'cave', 'find', 'littl', 'ayla', 'natur', 'chang', 'clan', 'move']['Adventure', 'Drama']"
Meet John Doe,"['ann', 'john', 'doe', 'part', 'shot', 'fire', 'report', 'mitchel', 'print', 'fake']['Drama', 'Comedy', 'Romance']"
Anacondas: The Hunt for the Blood Orchid,"['blood', 'orchid', 'fortun', 'rare', 'flower', 'hold', 'secret', 'etern', 'life', 'pharmaceut']['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']"
Kung Fu Panda Holiday,"['winter', 'feast', 'year', 'shifu', 'dragon', 'warrior', 'favorit', 'holiday', 'everi', 'father']['Animation', 'Family']"
After Earth,"['kitai', 'father', 'earth', 'cypher', 'one', 'thousand', 'year', 'cataclysm', 'event', 'forc']['Science Fiction', 'Action', 'Adventure']"
Particle Fever,"['greatest', 'physicist', 'cusp', 'scientif', 'discoveri', 'time', 'perhap', 'failur']['Documentary']"
Army of Crime,"['resist', 'nazi', 'grip', 'histor', 'drama', 'recount', 'stori', 'armenianborn', 'missak', 'manouchian']['War', 'Drama', 'History']"
Bedtime Stories,"['skeeter', 'stori', 'bronson', 'downonhisluck', 'guy', 'alway', 'tell', 'bedtim', 'niec', 'nephew']['Fantasy', 'Comedy', 'Family', 'Romance']"
Out of Time,"['matt', 'lee', 'polic', 'whitlock', 'respect', 'chief', 'small', 'banyan', 'key', 'florida']['Thriller', 'Crime', 'Drama']"
Glory Daze,"['anim', 'jack', 'colleg', 'life', 'punk', 'rock', 'meet', 'hous', 'campus', 'comedi']['Comedy']"
The Machinist,"['trevor', 'insomnia', 'machinist', 'stori', 'reznik', 'latheoper', 'die', 'machin', 'shop', 'occup']['Thriller', 'Drama']"
True Grit,"['chaney', 'matti', 'find', 'grit', 'cogburn', 'follow', 'murder', 'father', 'hire', 'hand']['Drama', 'Adventure', 'Western']"
School for Scoundrels,"['young', 'guy', 'short', 'luck', 'enrol', 'class', 'build', 'confid', 'help', 'win']['Comedy', 'Drama', 'Romance']"
A Very Harold & Kumar Christmas,"['harold', 'kumar', 'christma', 'tree', 'six', 'year', 'elaps', 'sinc', 'guantanamo', 'bay']['Comedy']"
Coneheads,"['enorm', 'coneshap', 'head', 'robotlik', 'walk', 'appetit', 'toilet', 'paper', 'alien', 'beldar']['Comedy', 'Science Fiction', 'Family']"
Howard the Duck,"['beam', 'planet', 'scientif', 'experi', 'unknow', 'bring', 'extraterrestri', 'life', 'form', 'earth']['Comedy', 'Fantasy', 'Science Fiction']"
Hitman: Agent 47,"['assassin', 'team', 'woman', 'help', 'find', 'father', 'uncov', 'mysteri', 'ancestri']['Action', 'Crime', 'Thriller']"
Capricorn One,"['space', 'order', 'protect', 'reput', 'american', 'program', 'team', 'scientist', 'stage', 'phoni']['Drama', 'Action', 'Thriller', 'Science Fiction']"
V/H/S/2,"['insid', 'darken', 'hous', 'loom', 'column', 'tvs', 'litter', 'vhs', 'tape', 'pagan']['Horror', 'Thriller']"
The Jungle Book,"['mowg', 'kitti', 'rais', 'wild', 'anim', 'sinc', 'childhood', 'drawn', 'away', 'jungl']['Adventure', 'Drama', 'Family']"
Life of Brian,"['brian', 'cohen', 'averag', 'young', 'jewish', 'man', 'seri', 'ridicul', 'event', 'gain']['Comedy']"
